Library System	Branch Name	Library Type	Street Address	City	ZIP Code	County	Website	Phone Number	Director	Branch Head	Building Square Feet	FTE Staff	Hours
Haywood County Public Library	Haywood County Public Library (Main)	Public	678 S Haywood St	Waynesville	28786	Haywood	http://www.haywoodlibrary.org/	(828) 452-5169	Kathy Vossler	Kathy Vossler	"21,000"	13.00	Mon: 9 am-6 pm  Tue: 9 am-7 pm  Wed: 9 am-6 pm  Thu: 9 am-7 pm  Fri: 9 am-6 pm  Sat: 9 am-5 pm 
Haywood County Public Library	Maggie Valley Branch Library	Public	3987 Soco Rd	Maggie Valley	28751	Haywood	http://www.haywoodlibrary.org/	(828) 356-2541	Kathy Vossler	Donna Surles	"1,600"	-1.00	Tue: 9 am-5 pm  Thu: 9 am-5 pm
Henderson County Public Library	Edneyville Branch Library	Public	2 Firehouse Ln	Hendersonville	28792	Henderson	https://www.hendersoncountync.gov/library	(828) 685-0110	Trina Rushing	Cindy Camp-Fisher	"3,000"	1.50	Mon: 9 am- 7 pm  Tue: 9 am- 7 pm  Wed: 9 am- 5 pm  Thu: 9 am- 5 pm  Fri: 10 am- 2 pm  Sat: 10 am- 2 pm
Henderson County Public Library	Etowah Branch Library	Public	101 Brickyard Rd	Etowah	28729	Henderson	https://www.hendersoncountync.gov/library	(828) 891-6577	Trina Rushing	Karen Bryant	"8,100"	2.00	Mon: 9 am- 7 pm  Tue: 9 am- 5 pm  Wed: 9 am- 7 pm  Thu: 9 am- 5 pm  Fri: 10 am- 2 pm  Sat: 10 am- 2 pm
Henderson County Public Library	Fletcher Branch Library	Public	120 Library Rd	Fletcher	28732	Henderson	https://www.hendersoncountync.gov/library	(828) 687-1218	Trina Rushing	Lisa Whitney	"5,300"	2.60	Mon: 10 am- 7 pm  Tue: 10 am- 5 pm  Wed: 10 am- 7 pm  Thu: 10 am- 5 pm  Fri: 10 am- 4 pm  Sat: 10 am- 4 pm
Henderson County Public Library	Green River Branch Library	Public	50 Green River Rd	Zirconia	28790	Henderson	https://www.hendersoncountync.gov/library	(828) 697-4969	Trina Rushing	Ashley Shackley	"1,000"	1.00	Mon: 9 am- 5 pm  Tue: 9 am- 6 pm  Wed: 9 am- 1 pm  Thu: 9 am- 6 pm  Fri: 9 am- 5 pm  Sat: 9 am- 1 pm
Henderson County Public Library	Henderson County Public Library (Main)	Public	301 N Washington St	Hendersonville	28739	Henderson	https://www.hendersoncountync.gov/library	(828) 697-4725	Trina Rushing	Trina Rushing	"42,500"	30.78	Mon: 9 am- 8 pm  Tue: 9 am- 8 pm  Wed: 9 am- 8 pm  Thu: 9 am- 8 pm  Fri: 9 am- 5 pm  Sat: 9 am- 5 pm
Henderson County Public Library	Mills River Branch Library	Public	124 Town Center Dr Ste 1	Mills River	28759	Henderson	https://www.hendersoncountync.gov/library	(828) 890-1850	Trina Rushing	Brittany Wist Smith	"1,890"	1.00	Mon: 9 am- 5 pm  Tue: 9 am- 6 pm  Wed: 9 am- 6 pm  Thu: 9 am- 1 pm  Fri: 9 am- 5 pm  Sat: 9 am- 1 pm
Hickory Public Library	Patrick Beaver Memorial Library (Main)	Public	375 3rd St Ne	Hickory	28601	Catawba	http://www.hickorync.gov/content/library	(828) 304-0500	Sarah Greene	Sarah Greene	"40,800"	21.13	Mon: 9 am- 9 pm  Tue: 9 am- 9 pm  Wed: 9 am- 9 pm  Thu: 9 am- 9 pm  Fri: 9 am- 5 pm  Sat: 9 am- 5 pm
Hickory Public Library	Ridgeview Branch Library	Public	706 1st St Sw	Hickory	28602	Catawba	http://www.hickorync.gov/content/library	(828) 345-6037	Sarah Greene	Sarah Greene	"4,000"	3.81	Mon: 9 am- 9 pm  Tue: 9 am- 9 pm  Wed: 9 am- 9 pm  Thu: 9 am- 9 pm  Fri: 9 am- 5 pm  Sat: 9 am- 5 pm
High Point Public Library	High Point Public Library (Main)	Public	901 N Main St	High Point	27262	Guilford	https://www.highpointnc.gov/749/Library	(336) 883-3631	Mary M. Sizemore	Mary Sizemore	"83,440"	68.25	Mon: 9 am- 8 pm  Tue: 9 am- 8 pm  Wed: 9 am- 8 pm  Thu: 9 am- 8 pm  Fri: 9 am- 6 pm  Sat: 9 am- 6 pm  Sun: 1:30 pm-5:30 pm
High Point Public Library	Books & Beyond Mobile Library	Public	901 N Main St	High Point	27262	Guilford	https://www.highpointnc.gov/749/Library	(336) 883-3631	Mary M. Sizemore	Kim Wilks	N/A	0.75	Varies
Hocutt Ellington Memorial Library	Hocutt-Ellington Memorial Library	Public	100 S Church Street	Clayton	27520	Johnston	http://www.townofclaytonnc.org/Library/	(919) 553-5542	Joy Garretson	Joy Garretson	"8,038"	9.25	Mon: 9 am- 7 pm  Tue: 9 am- 7 pm  Wed: 9 am- 7 pm  Thu: 9 am- 7 pm  Fri: 9 am- 5 pm  Sat: 9 am- 2 pm 
Iredell County Library	Iredell County Library (Main)	Public	201 N Tradd St	Statesville	28687	Iredell	https://www.iredell.lib.nc.us/	(704) 878-3090	Juli Moore	Juli Moore	"54,000"	26.40	Mon: 9 am- 9 pm  Tue: 9 am- 9 pm  Wed: 9 am- 9 pm  Thu: 9 am- 9 pm  Fri: 9 am- 6 pm  Sat: 9 am- 6 pm 
Iredell County Library	Harmony Branch Library	Public	3393 Harmony Hwy	Harmony	28634	Iredell	https://www.iredell.lib.nc.us/	(704) 546-7086	Juli Moore	Melissa Gaither	"3,000"	2.48	Mon: 10 am- 7 pm  Tue: 10 am- 7 pm  Wed: 10 am- 7 pm  Thu: 10 am- 7 pm  Fri: 9 am- 6 pm  Sat: 9 am- 6 pm 
Iredell County Library	J. Hoyt Hayes Memorial Troutman Branch Library	Public	215 W Church St	Troutman	28166	Iredell	https://www.iredell.lib.nc.us/	(704) 528-2682	Juli Moore	Kelli Goodwin	"7,000"	2.48	Mon: 10 am- 7 pm  Tue: 10 am- 7 pm  Wed: 10 am- 7 pm  Thu: 10 am- 7 pm  Fri: 9 am- 6 pm  Sat: 9 am- 6 pm 
Mauney Memorial Library	Mauney Memorial Library	Public	100 S Piedmont Ave	Kings Mountain	28086	Cleveland	http://www.mauneylibrary.org/249/Mauney-Memorial-Library	(704) 739-2371	Vacant		"13,457"	8.50	Mon: 9 am- 8 pm  Tue: 9 am- 8 pm  Wed: 9 am- 6 pm  Thu: 9 am- 6 pm  Fri: 9 am- 5 pm  Sat: 9 am- 1 pm 
Lee County Library	Broadway Branch Library	Public	206 S Main St	Broadway	27505	Lee	http://library.leecountync.gov/home	(919) 258-6513	Beth List	Beth List	"1,423"	0.40	Tue: 1 pm-5 pm  Wed: 10 am-2 pm  Thu: 3 pm-7 pm  Fri: 10 pm-2 pm  Sat: 10 pm-2 pm
Lee County Library	Lee County Library (Main)	Public	107 Hawkins Ave	Sanford	27330	Lee	http://library.leecountync.gov/home	(919) 718-4665	Beth List	Beth List	"18,155"	8.70	Mon: 9 am- 8 pm  Tue: 9 am- 8 pm  Wed: 9 am- 8 pm  Thu: 9 am- 8 pm  Fri: 9 am- 5 pm  Sat: 9 am- 5 pm
Lincoln County Public Library	Charles R. Jonas Library (Main)	Public	306 W Main St	Lincolnton	28092	Lincoln	http://www.lincolncounty.org/index.aspx?NID=986	(704) 735-8044	Jennifer Sackett	Helena Brittain	"16,000"	9.00	Mon: 9 am- 9 pm  Tue: 9 am- 9 pm  Wed: 10 am- 6 pm  Thu: 9 am- 9 pm  Fri: 9 am- 6 pm  Sat: 9 am- 6 pm 
Lincoln County Public Library	Florence S. Shanklin Branch Library	Public	7837 Fairfield Forest Rd	Denver	28037	Lincoln	http://www.lincolncounty.org/index.aspx?NID=987	(704) 483-3589	Jennifer Sackett	Matthew Sheridan	"6,379"	4.00	Mon: 10 am- 8 pm  Tue: 9 am- 6 pm  Wed: 10 am- 6 pm  Thu: 9 am- 6 pm  Fri: 9 am- 6 pm  Sat: 10 am- 2 pm 
Lincoln County Public Library	West Lincoln Branch Library	Public	5545 W NC Hwy 27	Vale	28168	Lincoln	http://www.lincolncounty.org/index.aspx?NID=988	(704) 276-9946	Jennifer Sackett	Angela Miller	"2,500"	2.00	Mon: 10 am- 8 pm  Tue: 10 am- 6 pm  Wed: 10 am- 6 pm  Thu: 10 am- 6 pm  Fri: 10 am- 6 pm  Sat: 10 am- 1 pm 
Madison County Public Library	Hot Springs Branch Library	Public	170 Bridge St	Hot Springs	28743	Madison	http://www.madisoncountylibrary.net/	(828) 622-3584	Peggy Goforth (Interim)	Winnie Broglin	"2,040"	1.14	Mon: 10 am- 6 pm  Tue: 10 am- 6 pm  Wed: 10 am- 6 pm  Thu: 10 am- 6 pm  Fri: 10 am- 6 pm  Sat: 10 am- 2 pm
Madison County Public Library	Madison County Public Library (Main)	Public	1335 N Main St	Marshall	28753	Madison	http://www.madisoncountylibrary.net/	(828) 649-3741	Peggy Goforth (Interim)		"11,636"	7.42	Mon: 9 am- 6 pm  Tue: 9 am- 7 pm  Wed: 9 am- 6 pm  Thu: 9 am- 7 pm  Fri: 9 am- 6 pm  Sat: 9 am- 2 pm
Madison County Public Library	Mars Hill Branch Library	Public	25 Library St	Mars Hill	28754	Madison	http://www.madisoncountylibrary.net/	(828) 689-5183	Peggy Goforth (Interim)	Shawna Bryce	"7,500"	2.33	Mon: 9 am- 6 pm  Tue: 9 am- 7 pm  Wed: 9 am- 6 pm  Thu: 9 am- 7 pm  Fri: 9 am- 6 pm  Sat: 9 am- 2 pm
McDowell County Public Library	McDowell County Public Library (Main)	Public	90 W Court St	Marion	28752	McDowell	https://mcdowellpubliclibrary.org/	(828) 652-3858	Marlan Brinkley	Marlan Brinkley	"18,290"	8.00	Mon: 10 am- 5:30 pm  Tue: 10 am- 7 pm  Wed: 10 am- 5:30 pm  Thu: 10 am- 7 pm  Fri: 10 am- 5:30 pm  Sat: 11 am- 5 pm 
McDowell County Public Library	Old Fort Branch Library	Public	65 E Mitchell St	Old Fort	28762	McDowell	https://mcdowellpubliclibrary.org/	(828) 668-7111	Marlan Brinkley	Carmen Melinn	"4,000"	1.00	Tue: 10 am- 5:30 pm  Wed: 10 am- 5:30 pm  Thu: 10 am- 7 pm  Fri: 10 am- 5:30 pm  Sat: 12:30 pm- 5 pm 
Mooresville Public Library	Mooresville Public Library	Public	304 S Main St	Mooresville	28115	Iredell	http://ci.mooresville.nc.us/225/Library	(704) 664-2927	Marian Lytle	Marian Lytle	"34,000"	26.25	Mon: 9 am- 9 pm  Tue: 9 am- 9 pm  Wed: 9 am- 9 pm  Thu: 9 am- 9 pm  Fri: 9 am- 6 pm  Sat: 10 am- 3 pm 
Nantahala Regional Library	Andrews Public Library	Public	871 Main St	Andrews	28901	Cherokee	http://www.youseemore.com/Nantahala/	(828) 321-5956	Daphne Simmons		"5,768"	3.00	Mon: 8:30 am- 6 pm  Tue: 8:30 am- 8 pm  Wed: 8:30 am- 6 pm  Thu: 8:30 am- 8 pm  Fri: 9 am- 6 pm  Sat: 9 am- 3 pm 
Nantahala Regional Library	Graham County Public Library	Public	80 Knight St	Robbinsville	28771	Graham	http://www.youseemore.com/Nantahala/	(828) 479-8796	Daphne Simmons	Mary Griffin	"7,600"	2.30	Tue: 11 am- 8 pm  Wed: 9 am- 6 pm  Thu: 9 am- 6 pm  Fri: 9 am- 6 pm  Sat: 9 am- 1 pm 
Nantahala Regional Library	Moss Memorial Library	Public	26 Anderson St	Hayesville	28904	Clay	http://www.youseemore.com/Nantahala/	(828) 389-8401	Daphne Simmons	Mary Fonda	"10,500"	2.70	Tue: 9 am- 8 pm  Wed: 9 am- 5 pm  Thu: 9 am- 5 pm  Fri: 9 am- 5 pm  Sat: 9 am- 5 pm
Nantahala Regional Library	Murphy Public Library	Public	9 Blumenthal St	Murphy	28906	Cherokee	http://www.youseemore.com/Nantahala/	(828) 837-2417	Daphne Simmons	Melissa Barker	"14,000"	4.00	Mon: 9 am- 6 pm  Tue: 9 am- 6 pm  Wed: 9 am- 6 pm  Thu: 9 am- 9 pm  Fri: 9 am- 6 pm  Sat: 9 am- 2 pm 
Nantahala Regional Library	Nantahala Regional Library Bookmobile	Public	11 Blumenthal St	Murphy	28906	Cherokee	http://www.youseemore.com/Nantahala/	(828) 837-2025	Daphne Simmons	Daphne Simmons	N/A	0.94	Varies
Neuse Regional Library	Comfort Branch Library	Public	4889 Highway 41 W	Trenton	28585	Jones	http://www.neuselibrary.org/	(910) 324-5061	Melanie Morgan	Teffiney F. Maready	"1,800"	0.30	Tue: 2:30 pm -7 pm  Thu: 2:30 pm -7 pm  Sat: 11 am-2 pm 
Neuse Regional Library	Greene County Library	Public	229G Kingold Blvd	Snow Hill	28580	Greene	http://www.neuselibrary.org/	(252) 747-3437	Melanie Morgan	Donna Edwards	"8,577"	3.38	Mon: 9 am- 9 pm  Tue: 9 am- 9 pm  Wed: 9 am- 9 pm  Thu: 9 am- 9 pm  Fri: 9 am- 6 pm  Sat: 9 am- 6 pm 
Neuse Regional Library	Kinston-Lenoir County Public Library	Public	510 N Queen St	Kinston	28501	Lenoir	http://www.neuselibrary.org/	(252) 527-7066	Melanie Morgan	Melanie Morgan	"26,665"	21.28	Mon: 9 am- 9 pm  Tue: 9 am- 9 pm  Wed: 9 am- 9 pm  Thu: 9 am- 9 pm  Fri: 9 am- 6 pm  Sat: 9 am- 6 pm  Sun: 2 pm-6 pm
Neuse Regional Library	La Grange Branch Library	Public	119 E Washington St	La Grange	28551	Lenoir	http://www.neuselibrary.org/	(252) 566-3722	Melanie Morgan	Cherry Jackson	"15,000"	2.43	Mon: 9 am- 8 pm  Tue: 9 am- 6 pm  Wed: 9 am- 6 pm  Thu: 9 am- 6 pm  Fri: 9 am- 6 pm  Sat: 9 am- 6 pm 
Neuse Regional Library	Maysville Branch Library	Public	601 7th St	Maysville	28555	Jones	http://www.neuselibrary.org/	(910) 743-3796	Melanie Morgan	Karen Kahlert	"1,800"	0.63	Mon: 2 pm- 7 pm  Tue: 10 am- 6 pm  Wed: 2 pm- 6 pm  Fri: 2 pm- 6 pm  Sat: 10 am- 2 pm 
Neuse Regional Library	Pink Hill Branch Library	Public	114 W Broadway St	Pink Hill	28572	Lenoir	http://www.neuselibrary.org/	(252) 568-3631	Melanie Morgan	Sheree Casias	"3,500"	1.50	Mon: 9 am- 6 pm  Tue: 9 am- 8 pm  Wed: 9 am- 6 pm  Thu: 9 am- 7 pm  Fri: 9 am- 6 pm  Sat: 9 am- 2 pm 
Neuse Regional Library	Pollocksville Branch Library	Public	415 Green Hill St	Pollocksville	28573	Jones	http://www.neuselibrary.org/	(252) 224-5011	Melanie Morgan	Katherine J. Fagan	"1,800"	0.63	Tue: 2 pm- 7 pm  Wed: 2 pm- 7 pm  Thu: 11 am- 6 pm  Fri: 2 pm- 6 pm  Sat: 11 am- 3 pm 
Neuse Regional Library	Trenton Branch Library	Public	204 Lakeview Dr	Trenton	28585	Jones	http://www.neuselibrary.org/	(252) 448-4261	Melanie Morgan	Carol A. Lee	"1,800"	0.68	Mon: 2 pm- 7 pm  Tue: 2 pm- 7 pm  Wed: 2 pm- 6 pm  Thu: 2 pm- 7 pm  Fri: 2 pm- 6 pm  Sat: 11 am- 3 pm 
New Hanover County Public Library	Northeast Regional Library	Public	1241 Military Cutoff Rd	Wilmington	28405	New Hanover	https://library.nhcgov.com/	(910) 798-6370	Harry Tuchmayer	Leigh Thomas	"33,500"	14.00	Mon: 9 am- 8 pm  Tue: 9 am- 8 pm  Wed: 9 am- 6 pm  Thu: 9 am- 6 pm  Fri: 9 am- 5 pm  Sat: 9 am- 5 pm  Sun: 1 pm-5 pm
New Hanover County Public Library	Pleasure Island Library	Public	"1401 North Lake Blvd, Ste 72"	Carolina Beach	28428	New Hanover	https://library.nhcgov.com/	(910) 798-6380	Harry Tuchmayer	Teresa Bishop	"2,200"	2.00	Mon: 9 am- 6 pm  Tue: 9 am- 6 pm  Wed: 9 am- 6 pm  Thu: 9 am- 6 pm  Fri: 9 am- 5 pm  Sat: 9 am- 1 pm
New Hanover County Public Library	Myrtle Grove Branch Library	Public	5155 S College Rd	Wilmington	28412	New Hanover	https://library.nhcgov.com/	(910) 798-6390	Harry Tuchmayer	Patricia Dew	"6,987"	8.00	Mon: 9 am- 8 pm  Tue: 9 am- 8 pm  Wed: 9 am- 6 pm  Thu: 9 am- 6 pm  Fri: 9 am- 5 pm  Sat: 9 am- 5 pm  Sun: 1 pm-5 pm
New Hanover County Public Library	New Hanover County Public Library (Main)	Public	201 Chestnut St	Wilmington	28401	New Hanover	https://library.nhcgov.com/	(910) 798-6300	Harry Tuchmayer	Jimi Rider	"80,000"	26.00	Mon: 9 am- 8 pm  Tue: 9 am- 8 pm  Wed: 9 am- 6 pm  Thu: 9 am- 6 pm  Fri: 9 am- 5 pm  Sat: 9 am- 5 pm  Sun: 1 pm-5 pm
Northwestern Regional Library	Alleghany County Public Library	Public	115 Atwood St	Sparta	28675	Alleghany	https://nwrlibrary.org/	(336) 372-5573	Joan Sherif	Debbie Brewer	"5,548"	3.75	Mon: 8:30 am- 6 pm  Tue: 8:30 am- 5:30 pm  Wed: 8:30 am- 5:30 pm  Thu: 8:30 am- 6 pm  Fri: 8:30 am- 5:30 pm  Sat: 8:30 am- 1:30 pm
Northwestern Regional Library	Charles H. Stone Memorial Library	Public	319 W Main St	Pilot Mountain	27041	Surry	https://nwrlibrary.org/	(336) 368-2370	Joan Sherif	Anna Nichols	"7,664"	2.63	Mon: 9 am- 8 pm  Tue: 8:30 am- 5:30 pm  Wed: 8:30 am- 5:30 pm  Thu: 8:30 am- 5:30 pm  Fri: 12 pm- 5:30 pm  Sat: 9 am- 1 pm
Northwestern Regional Library	Danbury Public Library	Public	1104 Main St	Danbury	27016	Stokes	https://nwrlibrary.org/	(336) 593-2419	Joan Sherif	Lisa Lawless	"5,963"	3.38	Mon: 9 am- 5:30 pm  Tue: 9 am- 8 pm  Wed: 9 am- 5:30 pm  Thu: 9 am- 8 pm  Fri: 9 am- 5:30 pm  Sat: 9 am- 1 pm
Northwestern Regional Library	Dobson Community Library	Public	113 Crutchfield St	Dobson	27017	Surry	https://nwrlibrary.org/	(336) 386-8208	Joan Sherif	Cindy Brannock	"4,250"	2.00	Mon: 9 am-6 pm  Tue: 9 am-6 pm  Wed: 9 am-6 pm  Thu: 9 am-6 pm  Fri: 9 am-6 pm  Sat: 10 am-2 pm
Northwestern Regional Library	East Bend Public Library	Public	420 Flint Hill Rd	East Bend	27018	Yadkin	https://nwrlibrary.org/	(336) 699-3890	Joan Sherif	Susan Hutchens	"6,685"	2.00	Mon: 9 am-7 pm  Tue: 9 am-5:30 pm  Wed: 9 am-5:30 pm  Thu: 9 am-5:30 pm  Fri: 9 am-2 pm  Sat: 9 am-12 pm 
Northwestern Regional Library	Elkin Public Library	Public	111 N Front St	Elkin	28621	Surry	https://nwrlibrary.org/	(336) 835-5586	Joan Sherif	Martha Smith	"17,632"	4.51	Mon: 8:30 am- 8 pm  Tue: 8:30 am- 5:30 pm  Wed: 8:30 am- 5:30 pm  Thu: 8:30 am- 8 pm  Fri: 8:30 am- 5:30 pm  Sat: 10 am- 2 pm
Northwestern Regional Library	Jonesville Public Library	Public	560 Winston Rd	Jonesville	28642	Yadkin	https://nwrlibrary.org/	(336) 835-7604	Joan Sherif	Jennifer Rogers	"2,334"	2.00	Mon: 8:30 am- 5:30 pm  Tue: 8:30 am- 7:30 pm  Wed: 8:30 am- 5:30 pm  Thu: 8:30 am- 7:30 pm  Fri: 8:30 am- 5:30 pm  Sat: 9 am- 1 pm
Northwestern Regional Library	King Public Library	Public	101 Pilot View Dr	King	27021	Stokes	https://nwrlibrary.org/	(336) 983-3868	Joan Sherif	Ann Nichols	"12,500"	4.75	Mon: 9 am-8 pm  Tue: 9 am-8 pm  Wed: 9 am-6 pm  Thu: 9 am-8 pm  Fri: 9 am-6 pm  Sat: 10 am-2 pm 
Northwestern Regional Library	Lowgap Public Library	Public	5210 W Pine St	Lowgap	27024	Surry	https://nwrlibrary.org/	(336) 352-3000	Joan Sherif	Ronda Galyean	"1,000"	0.28	Tue: 2:30 pm-8 pm  Thu: 2:30 pm-8 pm
Northwestern Regional Library	Mount Airy Public Library	Public	145 Rockford St	Mount Airy	27030	Surry	https://nwrlibrary.org/	(336) 789-5108	Joan Sherif	Pat Gwyn	"13,450"	5.30	Mon: 8:30 am- 8 pm  Tue: 8:30 am- 8 pm  Wed: 8:30 am- 8 pm  Thu: 8:30 am- 8 pm  Fri: 8:30 am- 5 pm  Sat: 10 am- 1 pm
Northwestern Regional Library	Walnut Cove Public Library	Public	106 W Fifth St	Walnut Cove	27052	Stokes	https://nwrlibrary.org/	(336) 591-7496	Joan Sherif	Christine Boles	"8,032"	2.63	Mon: 9 am-5:30 pm  Tue: 9 am-8 pm  Wed: 9 am-5:30 pm  Thu: 9 am-8 pm  Fri: 9 am-5:30 pm  Sat: 9 am-1 pm 
Northwestern Regional Library	Yadkin County Public Library	Public	233 E Main St	Yadkinville	27055	Yadkin	https://nwrlibrary.org/	(336) 679-8792	Joan Sherif	Malinda Sells	"10,000"	3.50	Mon: 8:30 am- 6:30 pm  Tue: 8:30 am- 5:30 pm  Wed: 8:30 am- 5:30 pm  Thu: 8:30 am- 6:30 pm  Fri: 8:30 am- 5:30 pm
Northwestern Regional Library	Boonville Community Public Library	Public	121 W Main St	Boonville	27011	Yadkin	https://nwrlibrary.org/	(336) 367-7737	Joan Sherif	Angie Walker	"3,050"	1.50	Mon: 9:30 am- 6 pm  Tue: 9:30 am- 5:30 pm  Wed: 9:30 am- 5:30 pm  Thu: 9:30 am- 6 pm  Fri: 9:30 am- 5:30 pm  Sat: 10 am- 1 pm
Northwestern Regional Library	Danbury Public Library Bookmobile	Public	1104 Main St	Danbury	27016	Stokes	https://nwrlibrary.org/	(336) 593-2419	Joan Sherif	Ronda Wilkins	N/A	0.63	Varies
Onslow County Public Library	Onslow County Public Library (Main)	Public	58 Doris Avenue E	Jacksonville	28540	Onslow	http://www.onslowcountync.gov/150/Library	(910) 455-7350	Virginia March	Virginia March	"13,875"	20.50	Mon: 9 am-9 pm  Tue: 9 am-9 pm  Wed: 9 am-9 pm  Thu: 9 am-9 pm  Fri: 9 am-6 pm  Sat: 9 am-6 pm  Sun: 1 pm-5 pm
Onslow County Public Library	Richlands Public Library	Public	299 S Wilmington St	Richlands	28574	Onslow	http://www.onslowcountync.gov/150/Library	(910) 324-5321	Virginia March	Katie Lawson	"3,000"	4.00	Mon: 9 am-6 pm  Tue: 9 am-6 pm  Wed: 9 am-6 pm  Thu: 10 am-7 pm  Fri: 9 am-6 pm  Sat: 9 am-3 pm
Onslow County Public Library	Sneads Ferry Branch Library	Public	1330 Highway 210	Sneads Ferry	28460	Onslow	http://www.onslowcountync.gov/150/Library	(910) 327-6471	Virginia March	Liza Barrett	"11,772"	4.00	Mon: 9 am-6 pm  Tue: 9 am-6 pm  Wed: 9 am-6 pm  Thu: 10 am-7 pm  Fri: 9 am-6 pm  Sat: 9 am-3 pm
Onslow County Public Library	Swansboro Branch Library	Public	1460 W Corbett Ave	Swansboro	28584	Onslow	http://www.onslowcountync.gov/150/Library	(910) 326-4888	Virginia March	Tracy Daly	"5,489"	4.00	Mon: 9 am-6 pm  Tue: 9 am-6 pm  Wed: 9 am-6 pm  Thu: 10 am-7 pm  Fri: 9 am-6 pm  Sat: 9 am-3 pm
Orange County Public Library	Carrboro Branch Library/McDougle Middle School	Public	900 Old Fayetteville Rd	Chapel Hill	27516	Orange	http://www.orangecountync.gov/156/Library	(919) 969-3006	Lucinda Munger	Jody Smith	"7,000"	1.63	Mon: 3:30 pm-8 pm  Tue: 3:30 pm-8 pm  Wed: 3:30 pm-8 pm  Thu: 3:30 pm-8 pm  Sat: 10 am-2 pm  Sun: 1 pm-5 pm
Orange County Public Library	Carrboro Cybrary	Public	100 N Greensboro St	Carrboro	27510	Orange	http://www.orangecountync.gov/156/Library	(919) 918-7387	Lucinda Munger	Jody Smith	"1,060"	0.75	Mon: 9 am-4 pm  Tue: 9 am-4 pm  Wed: 9 am-4 pm  Thu: 9 am-4 pm  Fri: 9 am-4 pm  Sat: 10 am-2 pm
Orange County Public Library	Orange County Public Library (Main)	Public	137 W Margaret Ln	Hillsborough	27278	Orange	http://www.orangecountync.gov/156/Library	(919) 245-2525	Lucinda Munger	Lucinda Munger	"23,500"	21.75	Mon: 9 am-8 pm  Tue: 9 am-8 pm  Wed: 9 am-8 pm  Thu: 9 am-8 pm  Fri: 9 am-6 pm  Sat: 9 am-6 pm  Sun: 12 pm-6 pm
Pender County Public Library	Hampstead Branch Library	Public	75 Library Dr	Hampstead	28443	Pender	http://penderpubliclibrary.org/	(910) 270-4603	Mike Taylor	Marsha Dees	"7,000"	4.87	Mon: 10 am-6 pm  Tue: 10 am-7 pm  Wed: 10 am-6 pm  Thu: 10 am-7 pm  Fri: 10 am-6 pm  Sat: 10 am-2 pm
Pender County Public Library	Pender County Public Library (Main)	Public	103 S Cowan St	Burgaw	28425	Pender	http://penderpubliclibrary.org/	(910) 259-1234	Mike Taylor	Mike Taylor	"14,000"	8.56	Mon: 10 am-6 pm  Tue: 10 am-7 pm  Wed: 10 am-6 pm  Thu: 10 am-7 pm  Fri: 10 am-6 pm  Sat: 10 am-2 pm
Perry Memorial Library	Perry Memorial Library	Public	205 Breckenridge St	Henderson	27536	Vance	http://library.perrylibrary.org/home	(252) 438-3316	Patti McAnally 	Patti McAnally	"38,000"	15.00	Mon: 10 am-8 pm Tue: 10 am-8 pm Wed: 10 am-6 pm Thu: 10 am-6 pm Fri: 10 am-6 pm Sat: 10 am-2 pm Sun: 1 pm-5 pm
Person County Public Library	Person County Public Library	Public	319 S Main St	Roxboro	27573	Person	http://library.personcountync.gov	(336) 597-7881	Christy Bondy	Christy M Bondy	"12,700"	7.00	Mon: 9 am-6 pm  Tue: 9 am-6 pm  Wed: 9 am-6 pm  Thu: 9 am-6 pm  Fri: 9 am-5 pm  Sat: 10 am-4 pm 
Pettigrew Regional Library	Perquimans County Library	Public	514 S Church St	Hertford	27944	Perquimans	http://pettigrewlibraries.libguides.com/PRL	(252) 426-5319	Judi Bugniazet	Michele Lawrence	"5,320"	4.10	Mon: 9:30 am-7 pm  Tue: 9:30 am-7 pm  Wed: 9:30 am-5 pm  Thu: 9:30 am-7 pm  Fri: 9:30 am-5 pm  Sat: 9:30 am-12 pm
Pettigrew Regional Library	Shepard-Pruden Memorial Library	Public	106 W Water St	Edenton	27932	Chowan	http://pettigrewlibraries.libguides.com/PRL	(252) 482-4112	Judi Bugniazet	Jennifer Finlay	"12,000"	4.30	Mon: 10 am-7 pm Tue: 10 am-7 pm Wed: 10 am-5 pm Thu: 10 am-7 pm Fri: 10 am-5 pm Sat: 10 am-1 pm
Pettigrew Regional Library	Tyrrell County Library	Public	414 Main St	Columbia	27925	Tyrrell	http://pettigrewlibraries.libguides.com/PRL	(252) 796-3771	Judi Bugniazet	Jared Jacavone	"7,875"	3.07	Mon: 10 am-6 pm  Tue: 10 am-8 pm  Wed: 10 am-6 pm  Thu: 10 am-8 pm  Fri: 10 am-6 pm  Sat: 10 am-1 pm
Pettigrew Regional Library	Washington County Library	Public	201 E Third St	Plymouth	27962	Washington	http://pettigrewlibraries.libguides.com/PRL	(252) 793-2113	Judi Bugniazet	Matthew Beard	"6,444"	4.18	Mon: 9:30 am-7 pm  Tue: 9:30 am-7 pm  Wed: 9:30 am-5 pm  Thu: 9:30 am-7 pm  Fri: 9:30 am-5 pm  Sat: 9:30 am-12 pm
