Place Name	addr1	addr_sup	city	zip	lat	long	Site Type
Northeastern High	963 Oak Stump Rd		Elizabeth City	27909	36.2860483	-76.2567873	High School
Pasquotank County High	1064 Northside Road		Elizabeth City	27909	36.3654528	-76.2735096	High School
Northeast Academy of Aerospace & AdvTech	1810 Weeksville Rd	ECSU ITC Bldg	Elizabeth City	27909	36.2759997	-76.2127488	High School
Pender High	5380 NC Hwy 53 W		Burgaw	28425	34.5452748	-78.0123143	High School
Pender Early College High	100 East Industrial Drive		Burgaw	28425	34.5436516	-77.9227714	High School
Topsail High	245 St. Johns Church Road		Hampstead	28443	34.3954802	-77.681496	High School
Perquimans County High	305 Edenton Road St		Hertford	27944	36.184164	-76.474272	High School
Person High	1010 Ridge Rd		Roxboro	27573	36.4104554	-78.9804339	High School
Roxboro Community School	115 Lake Drive		Roxboro	27573	36.3925459	-78.9793387	High School
Ayden-Grifton High	7653 NC 11 South		Ayden	28513	35.4302132	-77.4312013	High School
D H Conley High	2006 Worthington Rd		Greenville	27858	35.530176	-77.324338	High School
Farmville Central High	3308 E Wilson Street		Farmville	27828	35.59419980000001	-77.5688377	High School
Junius H Rose High	600 W Arlington Blvd		Greenville	27834	35.593733	-77.38412799999999	High School
North Pitt High	5659 NC 11 North		Bethel	27812	35.747459	-77.36359999999999	High School
Vidant Health	400 Spruce Street		Greenville	27834	35.6087744	-77.3840456	High School
South Central	570 W Forlines Road		Winterville	28590	35.542228	-77.429439	High School
Early College High School	1959 Warren Drive	Pitt Community College	Winterville	28590	35.5505346	-77.412352	High School
Polk County Early College	1545 East NC 108 Hwy		Columbus	28722	35.2640597	-82.1828233	High School
Polk County High School	1681 East NC 108 Hwy		Columbus	28722	35.2664199	-82.186425	High School
Providence Grove High	5555 Mack Lineberry Rd		Climax	27233	35.8493379	-79.71469689999999	High School
Randleman High	4396 Tigers Den Rd		Randleman	27317	35.8265666	-79.8209494	High School
Randolph Early College High	629 Industrial Park Avenue		Asheboro	27205	35.6733597	-79.825516	High School
Southwestern Randolph High	1641 Hopewell Friends Rd		Asheboro	27205	35.6235497	-79.870065	High School
Trinity High	5746 Trinity High School Rd		Trinity	27370	35.8938723	-79.99796479999999	High School
Asheboro High	1221 S Park St		Asheboro	27203	35.689799	-79.8186435	High School
Uwharrie Charter Academy	5326 US Hwy 220 Business South		Asheboro	27205	35.8354291	-79.79885130000001	High School
Ashley Chapel Educational Center	377 Mizpah Road		Rockingham	28379	34.896883	-79.78422909999999	High School
Richmond Senior High	838 US 1 North		Rockingham	28379	34.9582045	-79.6943249	High School
Richmond Early College High	1042 W Hamlet Ave		Hamlet	28345	34.9032115	-79.7101011	High School
Fairmont High	5419 Old Stage Road		Fairmont	28340	34.4797693	-79.094735	High School
Lumberton Senior High	3901 Fayetteville Rd		Lumberton	28358	34.6470078	-78.99776609999999	High School
PSRC Early College at RCC	5160 Fayetteville Road		Lumberton	28360	34.677103	-79.006439	High School
Red Springs High	509 N Vance Street		Red Springs	28377	34.8231547	-79.1866101	High School
Saint Pauls High	648 North Stage Rd		Saint Pauls	28384	34.8146935	-78.9769109	High School
South Robeson High	3268 South Robeson Rd		Rowland	28383	34.5453638	-79.2532334	High School
Purnell Swett High	11344 Deep Branch Road		Pembroke	28372	34.695558	-79.24670080000001	High School
John M Morehead High	134 N Pierce St		Eden	27288	36.505088	-79.735951	High School
Reidsville High	1901 S Park Dr		Reidsville	27320	36.329975	-79.675195	High School
Rockingham County High	180 High School Rd		Reidsville	27320	36.386187	-79.7408638	High School
Rockingham Co Early College High	315 Wrenn Memorial Road		Wentworth	27375	36.387859	-79.75697699999999	High School
The SCORE Center	401 Moss Street		Reidsville	27320	36.363265	-79.67958	High School
Henderson High	1215 North Main St		Salisbury	28144	35.676846	-80.45643199999999	High School
East Rowan High	175 St Luke's Church Rd		Salisbury	28146	35.5931729	-80.4225268	High School
Carson High	290 Kress Venture Dr		China Grove	28023	35.5621864	-80.5436993	High School
North Rowan High	300 North Whitehead Ave		Spencer	28159	35.6973332	-80.4294357	High School
Rowan Co Early College	1333 Jake Alexander Blvd S		Salisbury	28146	35.6402478	-80.48093589999999	High School
Salisbury High	500 Lincolnton Rd		Salisbury	28144	35.6646335	-80.4851398	High School
South Rowan High	1655 Patterson St		China Grove	28023	35.572984	-80.610293	High School
West Rowan High	8050 NC 801 Hwy		Mount Ulla	28125	35.69871810000001	-80.6439773	High School
Chase High School	1603 Chase High Rd		Forest City	28043	35.2502768	-81.84301289999999	High School
East Rutherford High School	331 East High Rd		Bostic	28018	35.3408462	-81.81782480000001	High School
R-S Central High School	641 Hwy 221 North		Rutherfordton	28139	35.4026798	-81.96762989999999	High School
Rutherford Early College High School	286 ICC Loop Road		Spindale	28160	35.3362041	-81.9131525	High School
Rutherford Opportunity Center	140 Old Caroleen Road		Forest City	28043	35.329813	-81.858392	High School
Thomas Jefferson Class Academy	2527 US 221A Hwy		Mooresboro	28114	35.2741098	-81.79724100000001	High School
Lake Lure Classical Academy	1058 Island Creek Rd.		Lake Lure	28746	35.4083003	-82.1931355	High School
Sampson Early College High	1801 Sunset Ave		Clinton	28329	34.9904375	-78.35994579999999	High School
Hobbton High	12201 Hobbton Hwy		Newton Grove	28366	35.1776337	-78.3289252	High School
Lakewood High	245 Lakewood School Rd		Salemburg	28385	34.9909373	-78.50078580000002	High School
Midway High	15274 Spiveys Corner Highway		Newton Grove	28366	35.173743	-78.4750679	High School
Union High	1189 Kader Merritt Road		Rose Hill	28458	34.808835	-78.24205900000001	High School
Clinton High	340 Indian Town Road		Clinton	28328	34.9718613	-78.33026699999999	High School
Shaw Academy	18700 Old Wire Road		Laurinburg	28352	34.859399	-79.417152	High School
Scotland High School	1000 West Church St		Laurinburg	28352	34.778051	-79.477823	High School
Albemarle High	311 Park Ridge Road		Albemarle	28001	35.371967	-80.19285599999999	High School
North Stanly High	40206 US Hwy 52 N		New London	28127	35.4424295	-80.2218084	High School
South Stanly High	40488 S Stanly School Rd		Norwood	28128	35.2306162	-80.16494209999999	High School
Stanly Early College High	141 College Drive		Albemarle	28001	35.33928119999999	-80.23608829999999	High School
West Stanly High	306 East Red Cross Road		Oakboro	28129	35.2677326	-80.34678459999999	High School
Stanly Academy Learning Center	1121 Austin Street		Albemarle	28001	35.3629075	-80.20934249999999	High School
Meadowbrook Academy	817 Meadowbrook Drive		King	27021	36.271391	-80.38256899999999	High School
North Stokes High	1350 N Stokes Sch Rd		Danbury	27016	36.464439	-80.28031	High School
South Stokes High	1100 S Stokes High Drive		Walnut Cove	27052	36.326134	-80.24040099999999	High School
West Stokes High	1400 Priddy Road		King	27021	36.3140098	-80.3758359	High School
Stokes Early College	1165 Dodgetown Rd		Walnut Cove	27052	36.3763219	-80.1833158	High School
East Surry High	801 W Main Street		Pilot Mountain	27041	36.392761	-80.477023	High School
North Surry High	2440 W Pine Street		Mount Airy	27030	36.504944	-80.673766	High School
Surry Central High	716 South Main Street		Dobson	27017	36.3817857	-80.71482739999999	High School
Surry Early College	630 South Main Street		Dobson	27017	36.385371	-80.7161576	High School
Elkin High	334 Elk Spur St		Elkin	28621	36.245632	-80.86027299999999	High School
Mount Airy High	1011 N South St		Mount Airy	27030	36.5120414	-80.615433	High School
Millennium Charter Academy	500 Old Springs Rd		Mount Airy	27030	36.5164742	-80.5973901	High School
Cherokee Extension School	50 Main Street		Bryson City	28713	35.4261081	-83.4468892	High School
Swain County High School	1415 Fontana Road		Bryson City	28713	35.4472269	-83.4563177	High School
Brevard High	609 N. Country Club Rd		Brevard	28712	35.2172551	-82.73493859999999	High School
Davidson River School	970 Ecusta Rd		Brevard	28712	35.2581964	-82.7042754	High School
Rosman High	749 Pickens Hwy		Rosman	28772	35.1433969	-82.820739	High School
Columbia High	902 Main St		Columbia	27925	35.919445	-76.246185	High School
Cuthbertson High	1400 Cuthbertson Rd		Waxhaw	28173	34.9754301	-80.7391584	High School
Forest Hills High	100 Forest Hills School Rd		Marshville	28103	34.979545	-80.414609	High School
Monroe High	1 High School Dr		Monroe	28112	34.9728567	-80.5257129	High School
Porter Ridge High School	2839 Ridge Road		Indian Trail	28079	35.0906014	-80.5738762	High School
Parkwood High	3220 Parkwood School Rd		Monroe	28112	34.9013369	-80.63056329999999	High School
Piedmont High	3006 Sikes Mill Road		Monroe	28110	35.0952497	-80.4916131	High School
Sun Valley High	5211 Old Charlotte Hwy		Monroe	28110	35.0448044	-80.6460298	High School
South Providence	500 South Providence Street		Waxhaw	28173	34.9213187	-80.7416738	High School
Central Academy of Technology and Arts	600 Brewer Dr		Monroe	28112	34.9719351	-80.5674519	High School
Union County Early College	4209 Old Charlotte Hwy	A	Monroe	28110	35.0312594	-80.6201597	High School
Weddington High	4901 Monroe-Weddington Road		Matthews	28104	35.0013626	-80.72542630000001	High School
Wolfe School	722 Brewer Drive		Monroe	28112	34.9698674	-80.5681919	High School
Marvin Ridge High	2825 Crane Road		Waxhaw	28173	34.9742645	-80.7964039	High School
Union Academy	675 North ML King Jr Blvd		Monroe	28110	34.9907188	-80.579894	High School
AdVance Academy	219 Charles Street		Henderson	27536	36.3277107	-78.3997016	High School
Vance County High School	925 Garrett Road		Henderson	27537	36.3043127	-78.3735567	High School
Vance Co Early College	200 Community College Rd		Henderson	27537	36.3232811	-78.4877589	High School
Henderson Collegiate	1071 Old Epsom Rd		Henderson	27536	36.30807310000001	-78.3974956	High School
Apex High	7600 Roberts Road		Cary	27519	35.7712734	-78.8999931	High School
Apex Friendship High	7801 Humie Olive Rd		Apex	27502	35.7025517	-78.9098714	High School
Athens Drive High	1420 Athens Drive		Raleigh	27606	35.7686517	-78.7113269	High School
Longview	318 N King Charles Rd		Raleigh	27610	35.7856837	-78.6098873	High School
Needham Broughton High	723 Saint Mary's St		Raleigh	27605	35.7797802	-78.6506012	High School
Cary High	638 Walnut St		Cary	27511	35.7718455	-78.766249	High School
Crossroads FLEX	5651 Dillard Dr		Cary	27518	35.7546682	-78.7384472	High School
East Wake High	5101 Rolesville Rd		Wendell	27591	35.814153	-78.4245084	High School
Fuquay-Varina High	201 Bengal Blvd		Fuquay-Varina	27526	35.5976582	-78.7967821	High School
Garner High	2101 Spring Drive		Garner	27529	35.70997029999999	-78.63743889999999	High School
Green Hope High	2500 Carpenter Upchurch Road		Cary	27519	35.80475	-78.866736	High School
Heritage High	1150 Forestville Road		Wake Forest	27587	35.9401439	-78.51100199999999	High School
Holly Springs High	5329 Cass Holt Road		Holly Springs	27540	35.6278921	-78.8491284	High School
Knightdale High	100 Bryan Chalk Lane		Knightdale	27545	35.8115079	-78.4764343	High School
Leesville Road High	8410 Pride Way		Raleigh	27613	35.889867	-78.71839179999999	High School
Middle Creek High	123 Middle Creek Park Avenue		Apex	27539	35.6668394	-78.7605123	High School
Millbrook High	2201 Spring Forest Rd		Raleigh	27615	35.865662	-78.6033424	High School
North Wake College and Career Academy	931 Durham Rd		Wake Forest	27587	35.9761499	-78.54094599999999	High School
Panther Creek High	6770 McCrimmon Parkway		Cary	27519	35.8302574	-78.8885985	High School
Phillips High	1923 Milburnie Rd		Raleigh	27610	35.7885357	-78.6160225	High School
Rolesville High	1099 East Young St		Rolesville	27571	35.9059058	-78.44139969999999	High School
Sanderson High	5500 Dixon Drive		Raleigh	27609	35.861061	-78.64657299999999	High School
SCORE Academy	5651 Dillard Dr		Cary	27518	35.7546682	-78.7384472	High School
Southeast Raleigh High	2600 Rock Quarry Road		Raleigh	27610	35.7453552	-78.6040771	High School
Vernon Malone College and Career Academy	2200 S Wilmington St		Raleigh	27603	35.7528333	-78.64324260000001	High School
Wake STEM Early College High School	715 Barbour Dr		Raleigh	27603	35.7717648	-78.6662784	High School
Wake Early College of Health and Science	2901 Holston Lane		Raleigh	27610	35.784326	-78.585156	High School
Wake Young Men's Leadership Academy	567 East Hargett St		Raleigh	27601	35.7783767	-78.62950049999999	High School
Wake Young Women's Leadership Academy	301 Ashe Avenue	Governor Morehead	Raleigh	27606	35.7785934	-78.6599636	High School
Wake Forest High School	420 West Stadium Drive		Wake Forest	27587	35.98479	-78.5153088	High School
Wakefield High	2200 Wakefield Pines Drive		Raleigh	27614	35.9776931	-78.5433268	High School
Franklin Academy	648 Flaherty Ave		Wake Forest	27587	35.9849449	-78.4947409	High School
East Wake Academy	821 Charter School Way		Zebulon	27597	35.8320606	-78.3066305	High School
Raleigh Charter High School	1307 Glenwood Avenue		Raleigh	27605	35.7959926	-78.64720129999999	High School
Southern Wake Academy	5108 Old Powell Rd		Holly Springs	27540	35.6125392	-78.81897599999999	High School
Triangle Math and Science Academy	312 Gregson Dr.		Cary	27511	35.7331675	-78.8062451	High School
Longleaf School of the Arts	322 Chapanoke Road		Raleigh	27603	35.736103	-78.64705459999999	High School
Warren County High	149 Campus Drive		Warrenton	27589	36.4326057	-78.1676608	High School
Warren Early College High	210 Ridgeway St		Warrenton	27589	36.4028262	-78.1553541	High School
Warren New Tech High	219 US Hwy 158 Bypass		Warrenton	27589	36.4439677	-78.2057779	High School
Haliwa-Saponi Tribal School	130 Haliwa-Saponi Trail		Hollister	27844	36.2520257	-77.981472	High School
Central Wake High School	1425 Rock Quarry Road		Raleigh	27610	35.7618481	-78.6131528	High School
Washington County High	800 E Main St		Plymouth	27962	35.8703381	-76.7385947	High School
Washington Early College High	102 NC Hwy 32 North		Roper	27970	35.8784412	-76.6160668	High School
Northeast Regional School - Biotech/Agri	1215 Saint Andrews St		Jamesville	27846	35.8095455	-76.8979037	High School
Watauga High	300 Go Pioneers Drive		Boone	28607	36.216129	-81.6509389	High School
Watauga Innovation Academy	300 Go Pioneers Drive		Boone	28607	36.216129	-81.6509389	High School
Charles B Aycock High	5460 US 117 North		Pikeville	27863	35.5094989	-77.97900349999999	High School
Eastern Wayne High	1135 New Hope Road		Goldsboro	27534	35.3773617	-77.8817899	High School
Edgewood Cmty Developmental	1601 Peachtree St		Goldsboro	27530	35.3804249	-77.97150049999999	High School
Goldsboro High	901 E Beech Street		Goldsboro	27530	35.3871146	-77.97966450000001	High School
Rosewood High	900 Rosewood Road		Goldsboro	27530	35.4160614	-78.07511339999999	High School
Southern Wayne High	124 Walter Fulcher Rd		Dudley	28333	35.2536839	-78.0457642	High School
Spring Creek High	4340 Indian Springs Rd		Seven Springs	28578	35.2269859	-77.899039	High School
Wayne Middle / High Academy	801 N Lionel St		Goldsboro	27530	35.3892522	-77.9820288	High School
Wayne Early / Middle College High	3000 Wayne Memorial Drive		Goldsboro	27534	35.4030535	-77.9458926	High School
North Wilkes High School	2986 Traphill Rd		Hays	28635	36.2824651	-81.09835910000001	High School
West Wilkes High School	6598 Boone Trail		Millers Creek	28651	36.1858833	-81.25962109999999	High School
Wilkes Central High School	1179 Moravian Falls Rd		Wilkesboro	28697	36.1159631	-81.1756953	High School
Wilkes Early College High School	1328 S Collegiate Dr		Wilkesboro	28697	36.137136	-81.1827759	High School
Milton M Daniels Learning Center	723 Elvie Street		Wilson	27893	35.712548	-77.9075979	High School
Beddingfield High	4510 Old Stantonsburg Rd		Wilson	27893	35.6600796	-77.8758512	High School
Fike High	500 Harrison Dr N		Wilson	27893	35.7534636	-77.9219147	High School
James Hunt High	4559 Lamm Rd		Wilson	27893	35.722231	-77.9984616	High School
Wilson Early College Academy	902 Herring St		Wilson	27893	35.7300975	-77.89572	High School
Wilson Preparatory Academy	2755 Tilghman Rd N		Wilson	27896	35.7693432	-77.9187548	High School
Boonville Elementary	232 East Main Street		Boonville	27011	36.2326853	-80.7049978	High School
Forbush High	1525 Falcon Road		East Bend	27018	36.144049	-80.557878	High School
Starmount High	2516 Longtown Rd		Boonville	27011	36.182533	-80.7713097	High School
Yadkin Early College	1001 College Drive		Yadkinville	27055	36.1479533	-80.673628	High School
Yadkin Success Academy	733 East Main Street		Yadkinville	27055	36.1360231	-80.6430103	High School
Mountain Heritage High	333 Mtn Heritage HS Road		Burnsville	28714	35.9086347	-82.33318750000001	High School
Edgecombe Youth Development Center	78 Positive Way		Rocky Mount	27801	35.9948386	-77.77071670000001	High School
Stonewall Jackson Youth Dev Ctr	850 Holshouser Rd		Concord	28027	35.3622589	-80.6007032	High School
Cumberland - NC State Learning Academy	1911 Coliseum Dr		Fayetteville	28306	35.0169873	-78.8907622	High School
Cabarrus - NC State Learning Academy	822 McWhorter Road		Concord	28027	35.9083396	-81.17828109999999	High School
New Hanover - NC State Learning Academy	3830 Juvenile Center Rd		Castle Hayne	28429	34.3220034	-77.89179109999999	High School
Pitt - NC State Learning Academy	451 Belvoir Road		Greenville	27834	35.6416382	-77.3751722	High School
Wake - NC State Learning Academy	700 Beacon Lake Dr		Raleigh	27610	35.7889582	-78.5725172	High School
Alexander - NC State Learning Academy	928 NC HWY 16 South		Taylorsville	28681	35.9083396	-81.17828109999999	High School
Chatham Youth Dev Center	560 Progress Blvd		Siler City	27344	35.7204925	-79.4232865	High School
Eckerd - Candor	500 E Ku Sumee Rd		Candor	27229	35.26526130000001	-79.7741961	High School
Eckerd - Boomer	4654 High Rock Rd		Boomer	28606	36.0379825	-81.3185305	High School
Westcare NC Girls Academy	633 Shepard? Way Lane		Manson	27553	36.4772794	-78.3472431	High School
Western Watauga Branch Library	1085 Old US Hwy 421		Sugar Grove	28679	36.266108	-81.78304299999999	Public Library
Hyde County Public Library	33460 US Hwy 264		Engelhard	27824	35.5096699	-75.9961259	Public Library
Buncombe County Law Library	60 Court Plz		Asheville	28801	35.5959594	-82.548638	Public Library
C. B. Hildebrand Public Library	101 Main Ave West	B	Hildebran	28637	35.709989	-81.42446199999999	Public Library
Valdese Public Library	213 Saint Germain Ave Se		Valdese	28690	35.7412453	-81.5610566	Public Library
Mountain Island Branch Library	4420 Hoyt Galvin Way		Charlotte	28214	35.3351505	-80.9604251	Public Library
Steele Creek Branch Library	13620 Steele Creek Rd		Charlotte	28273	35.1068185	-80.98879579999999	Public Library
Carteret County Public Library	1702 Live Oak St	Suite 100	Beaufort	28516	34.7286057	-76.639015	Public Library
Down East Public Library	702 Hwy 70 E	(in Otway)	Beaufort	28516	34.7703657	-76.55302420000001	Public Library
Camden County Public Library	104 Investor's Way	Unit C-F	Camden	27921	36.3528983	-76.14553910000001	Public Library
Dare County Library	700 N Highway 64/264		Manteo	27954	35.8848826	-75.76337889999999	Public Library
Hatteras Branch Library	57709 Highway 12		Hatteras	27943	35.2191296	-75.6900782	Public Library
Macon County Public Library	149 Siler Farm Rd		Franklin	28734	35.1595996	-83.3822838	Public Library
Paddison Memorial Branch Library	248 Harmon Ln		Kernersville	27284	36.115468	-80.069741	Public Library
Berea Branch Library	1211 Hwy 158		Oxford	27565	36.314313	-78.7371035	Public Library
Boone Trail Community Center & Library	8500 Old US 421		Lillington	27546	35.4177	-78.960483	Public Library
Mills River Branch Library	124 Town Center Dr	Ste 1	Mills River	28759	35.3838949	-82.5499904	Public Library
Harmony Branch Library	3393 Harmony Hwy		Harmony	28634	35.9593287	-80.7721218	Public Library
West Lincoln Branch Library	5545 W NC Hwy 27		Vale	28168	35.4974098	-81.4212907	Public Library
Greene County Library	229 Kingold Blvd	G	Snow Hill	28580	35.4527435	-77.6840043	Public Library
Pleasure Island Library	1401 North Lake Blvd	Ste 72	Carolina Beach	28428	34.0515993	-77.9011288	Public Library
Sneads Ferry Branch Library	1330 Highway 210		Sneads Ferry	28460	34.5235854	-77.4415315	Public Library
Princeton Public Library	101 Doctor Donnie H. Jones, Jr Blvd		Princeton	27569	35.467091	-78.15838	Public Library
Haynes Public Library	141 N Main St	Ste 110	Henrietta	28076	35.2686019	-81.7923588	Public Library
East Regional Library	946 Steeple Square Ct		Knightdale	27545	35.8028937	-78.4870042	Public Library
Leesville Community Library	5105 Country Trail		Raleigh	27613	35.8854077	-78.7152469	Public Library
Southgate Community Library	1601 Crosslink Rd	#14	Raleigh	27610	35.7545733	-78.6155792	Public Library
West Regional Library	4000 Louis Stephens Dr		Cary	27519	35.8147954	-78.8646274	Public Library
East Branch Library	1006 Ward Blvd	C	Wilson	27893	35.7177666	-77.9340235	Public Library
May Memorial Library (Main)	342 S Spring St		Burlington	27215	36.0927885	-79.4363686	Public Library
Graham Public Library	211 S Main St		Graham	27253	36.0669723	-79.4011869	Public Library
Mebane Public Library	101 S First St		Mebane	27302	36.0966332	-79.2714984	Public Library
North Park Library / Community Center	849 Sharpe Rd		Burlington	27217	36.11272599999999	-79.4208956	Public Library
Ahoskie Public Library	210 E Church St		Ahoskie	27910	36.2837122	-76.9853002	Public Library
Gates County Library	14 Cypress Creek Dr		Gatesville	27938	36.4465564	-76.7109096	Public Library
Hertford County Library	303 W Tryon St		Winton	27986	36.3968439	-76.9350027	Public Library
Bertie County Public Library	111 US Hwy 13/17 Bypass		Windsor	27983	36.00779199999999	-76.955908	Public Library
Elizabeth Sewell Parker Library	213 E Main St		Murfreesboro	27855	36.4426421	-77.09866889999999	Public Library
Northampton County Memorial Library	207 W Jefferson St		Jackson	27845	36.3891303	-77.42210039999999	Public Library
Sallie H. Jenkins Memorial Library	302 Broad St		Aulander	27805	36.226877	-77.11197	Public Library
Alexander County Library (Main)	77 1st Ave Sw		Taylorsville	28681	35.920707	-81.17591259999999	Public Library
Bethlehem Branch Library	45 Rink Dam Rd		Hickory	28601	35.8156806	-81.3080039	Public Library
Stony Point Branch Library	431 Ruritan Park Rd		Stony Point	28678	35.8621123	-81.0458154	Public Library
Ashe County Library	148 Library Dr		West Jefferson	28694	36.4010383	-81.49388499999999	Public Library
Traphill Branch Library	6938 Traphill Rd		Traphill	28685	36.318479	-81.055289	Public Library
Watauga County Public Library	140 Queen St		Boone	28607	36.2199456	-81.6826865	Public Library
Wilkes County Library	215 10th St		North Wilkesboro	28659	36.1594311	-81.1483923	Public Library
Avery County Library	150 Library Pl		Newland	28657	36.0885033	-81.9270222	Public Library
Avery-Mitchell-Yancey Regional Library Bookmobile	289 Burnsville School Rd		Burnsville	28714	35.9157879	-82.2621278	Public Library
Mitchell County Library	18 N Mitchell Ave		Bakersville	28705	36.0153291	-82.1579512	Public Library
Spruce Pine Public Library	142 Walnut Ave		Spruce Pine	28777	35.9164704	-82.0658669	Public Library
Yancey County Library	321 School Cir		Burnsville	28714	35.9218389	-82.2930142	Public Library
Bath Community Library	102 S Harding St		Bath	27808	35.47691	-76.81178299999999	Public Library
BHM Regional Library	158 N Market St		Washington	27889	35.5431786	-77.0544925	Public Library
Belhaven Public Library	333 E Main St		Belhaven	27810	35.5359553	-76.6177818	Public Library
Hazel W. Guilford Memorial Library	524 Main St		Aurora	27806	35.3047486	-76.7891231	Public Library
Martin Memorial Library	200 N Smithwick St		Williamston	27892	35.856862	-77.05597999999999	Public Library
Ocracoke Branch Library	225 Back Rd		Ocracoke	27960	35.111928	-75.977536	Public Library
Robersonville Public Library	119 S Main St		Robersonville	27871	35.8229835	-77.253402	Public Library
Bladen County Public Library (Main)	111 N Cypress St		Elizabethtown	28337	34.6294674	-78.60413919999999	Public Library
Bridger Memorial Library	313 S Main St		Bladenboro	28320	34.5330013	-78.795312	Public Library
Clarkton Public Library	10413 N College St		Clarkton	28433	34.4885484	-78.6551435	Public Library
Braswell Memorial Public Library (Main)	727 N Grace St		Rocky Mount	27804	35.9491352	-77.7962506	Public Library
Wesley Privette Memorial Library	6280 Main St		Bailey	27807	35.7791117	-78.116066	Public Library
Whitakers Public Library	106 W Pippen St		Whitakers	27891	36.1059333	-77.7137151	Public Library
Middlesex Public Library	12480 W Hanes Ave		Middlesex	27557	35.7894916	-78.2081658	Public Library
Spring Hope Public Library	101 N Ash St		Spring Hope	27882	35.9436657	-78.11227749999999	Public Library
Harper Library	109 W Moore St		Southport	28461	33.9177854	-78.0199401	Public Library
Leland Branch Library	487 Village Rd		Leland	28451	34.2390299	-78.00951169999999	Public Library
G. V. Barbee, Sr. Library	8200 E Oak Island Dr		Oak Island	28465	33.9094027	-78.0825313	Public Library
Rourk Branch Library	5068 Main St		Shallotte	28459	33.9660236	-78.3952875	Public Library
Southwest Brunswick Branch Library	9400 Ocean Hwy West		Carolina Shores	28467	33.9224931	-78.5789045	Public Library
Pack Memorial Library (Main)	67 Haywood St		Asheville	28801	35.5966413	-82.55485019999999	Public Library
Black Mountain Branch Library	105 Dougherty St		Black Mountain	28711	35.6161704	-82.3227635	Public Library
East Asheville Branch Library	902 Tunnel Rd		Asheville	28805	35.58775	-82.503175	Public Library
Enka Branch Library	1404 Sandhill Rd		Enka	28728	35.5388897	-82.6520999	Public Library
Fairview Branch Library	1 Taylor Rd		Fairview	28730	35.5248716	-82.413608	Public Library
Leicester Branch Library	1561 Alexander Rd		Leicester	28748	35.658494	-82.69399299999999	Public Library
North Asheville Branch Library	1230 Merrimon Ave		Asheville	28804	35.6358329	-82.56368289999999	Public Library
South Asheville Branch Library	749 Fairview Rd		Asheville	28803	35.5642025	-82.5135523	Public Library
South Buncombe - Skyland Library	260 Overlook Rd		Skyland	28776	35.4880891	-82.5370575	Public Library
Swannanoa Branch Library	101 W Charleston St		Swannanoa	28778	35.6093862	-82.3861002	Public Library
Weaverville Library	41 N Main St		Weaverville	28787	35.6985109	-82.56021659999999	Public Library
West Asheville Branch Library	942 Haywood Rd		Asheville	28806	35.5807873	-82.6016976	Public Library
Burke County Public Library (Main)	204 S King St		Morganton	28655	35.7428731	-81.6875202	Public Library
Cabarrus County Public Library (Main)	27 Union St N		Concord	28025	35.4108255	-80.5822934	Public Library
Kannapolis Branch Library	850 Mountain St		Kannapolis	28081	35.5050058	-80.6349028	Public Library
Mt. Pleasant Branch Library	8556 Cook St		Mount Pleasant	28124	35.4036204	-80.4333061	Public Library
Harrisburg Library	201 Sims Pkwy		Harrisburg	28075	35.3181914	-80.6589327	Public Library
Caldwell County Public Library (Main)	120 Hospital Ave		Lenoir	28645	35.922234	-81.52347449999999	Public Library
Granite Falls Branch Library	24 S Main St		Granite Falls	28630	35.79721720000001	-81.4307956	Public Library
Hudson Branch Library	530 Central St		Hudson	28638	35.8478039	-81.495772	Public Library
Gunn Memorial Public Library	118 W Main St		Yanceyville	27379	36.403486	-79.3387944	Public Library
Conover Branch Library	403 Conover Station Se		Conover	28613	35.7017804	-81.2188785	Public Library
Catawba County Library (Main)	115 W C St		Newton	28658	35.6614558	-81.2246457	Public Library
Maiden Branch Library	11 S A Ave		Maiden	28650	35.5763995	-81.2153276	Public Library
Sherrills Ford-Terrell Branch	9154 Sherrills Ford Rd		Terrell	28682	35.5916353	-80.97903459999999	Public Library
Southwest Branch Library	2944 S NC 127 Hwy		Hickory	28602	35.6858799	-81.36655560000001	Public Library
St. Stephens Branch Library	3225 Springs Rd		Hickory	28601	35.7590103	-81.2733482	Public Library
Claremont Branch Library	3288 E Main St		Claremont	28610	35.7156459	-81.1460204	Public Library
Chapel Hill Public Library	100 Library Dr		Chapel Hill	27514	35.9320323	-79.0356315	Public Library
Beatties Ford Road Regional Library	2412 Beatties Ford Rd		Charlotte	28216	35.267703	-80.8534335	Public Library
Cornelius Branch Library	21105 Catawba Ave		Cornelius	28031	35.4832898	-80.8641131	Public Library
Davidson Branch Library	119 S Main St		Davidson	28036	35.4984628	-80.8482877	Public Library
Hickory Grove Branch Library	5935 Hickory Grove Rd		Charlotte	28215	35.222942	-80.72815469999999	Public Library
Imaginon: The Joe & Joan Martin Center	300 E 7th St		Charlotte	28202	35.2270185	-80.8376924	Public Library
Independence Regional Library	6015 Conference Dr		Charlotte	28212	35.1786722	-80.7552353	Public Library
Charlotte Mecklenburg Library (Main)	310 N Tryon St		Charlotte	28202	35.2285943	-80.8399939	Public Library
Matthews Branch Library	230 Matthews Station St		Matthews	28105	35.1160048	-80.7183273	Public Library
Mint Hill Branch Library	6840 Matthews-Mint Hill Rd		Charlotte	28227	35.171705	-80.6588326	Public Library
